l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,6.0,7.0,12.0,0.0,0.0,1.0,27.0
7.0,6.0,8.0,12.0,0.0,0.0,2.0,7.0
7.0,6.0,8.0,11.0,4.0,4.0,5.0,3.0
1.0,12.0,5.0,13.0,7.0,7.0,8.0,4.0
7.0,6.0,8.0,12.0,8.0,8.0,10.0,0.0
1.0,12.0,5.0,13.0,8.0,8.0,11.0,0.0
7.0,6.0,8.0,13.0,10.0,10.0,12.0,0.0
1.0,12.0,7.0,13.0,10.0,10.0,13.0,3.0
7.0,9.0,8.0,10.0,14.0,14.0,17.0,13.0
7.0,6.0,8.0,7.0,14.0,14.0,18.0,12.0
7.0,7.0,8.0,9.0,15.0,15.0,19.0,11.0
7.0,10.0,8.0,11.0,15.0,15.0,20.0,12.0
7.0,11.0,8.0,13.0,17.0,17.0,21.0,4.0
7.0,11.0,8.0,12.0,20.0,20.0,28.0,4.0
5.0,12.0,6.0,13.0,23.0,23.0,31.0,2.0
6.0,12.0,7.0,13.0,24.0,24.0,36.0,1.0
2.0,12.0,5.0,13.0,25.0,25.0,37.0,0.0
