ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.057923632269231994,0.08985753192299199,0.10879979873920001,0.10879979873920001,0.1098441875968,0.10086632528819199,0.11114594965931199,0.11114594965931199,0.110242789853632,0.11162157882999998,0.111033513875248,0.10989649595435201,0.107290403190448,0.090660845148208,0.090660845148208,0.11231822257720002,0.11150844788780802,0.11091210564140801,0.110665187749888
