ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23
0.125948620132288,0.11836243385267198,0.12351262518419198,0.11517224329412798,0.12809753498680002,0.11108495373107201,0.101471748342208,0.127353651084592,0.127353651084592,0.12738646969676798,0.128157179216128,0.12809363337260798,0.12351262518419198,0.124715821610032,0.127789437902848,0.12469925871275199,0.12098527610675201,0.127286910644272,0.12099674734532802,0.126342757681072,0.1156219873792,0.125524482500608,0.127947631973632,0.128157179216128
