l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,7.0,12.0,0.0,0.0,0.0,11.0
7.0,6.0,8.0,12.0,0.0,0.0,1.0,4.0
1.0,12.0,4.0,14.0,1.0,1.0,2.0,1.0
4.0,12.0,8.0,13.0,1.0,1.0,3.0,6.0
4.0,12.0,8.0,13.0,1.0,1.0,4.0,0.0
4.0,13.0,8.0,14.0,2.0,2.0,5.0,3.0
7.0,8.0,8.0,12.0,2.0,2.0,6.0,4.0
2.0,12.0,4.0,13.0,3.0,3.0,7.0,6.0
4.0,12.0,5.0,13.0,4.0,4.0,8.0,0.0
1.0,12.0,2.0,13.0,4.0,4.0,9.0,4.0
1.0,13.0,4.0,15.0,6.0,6.0,10.0,0.0
4.0,14.0,5.0,15.0,6.0,6.0,11.0,0.0
1.0,13.0,4.0,14.0,7.0,7.0,12.0,2.0
7.0,7.0,8.0,8.0,7.0,7.0,13.0,3.0
7.0,8.0,8.0,11.0,10.0,10.0,14.0,0.0
7.0,5.0,8.0,7.0,10.0,10.0,15.0,1.0
1.0,4.0,3.0,5.0,10.0,10.0,16.0,1.0
1.0,0.0,3.0,4.0,11.0,11.0,17.0,0.0
3.0,0.0,8.0,5.0,11.0,11.0,18.0,0.0
3.0,0.0,8.0,5.0,11.0,11.0,19.0,0.0
