ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.05356184083,0.11799943692179199,0.109435523250112,0.11537474128,0.11537474128,0.11699428689476798,0.11799943692179199,0.12136129397555198,0.12457837312,0.126155335437232,0.107386858010032,0.12426227946692799,0.11836514424299201,0.122285033768752,0.125706589164592,0.12355114294067199
