ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.051057374972848006,0.0728863614448,0.13292857154680002,0.128007251334448,0.106756761776128,0.127540033994752,0.13073629188140798,0.125792970298288,0.1316458521088,0.128007808571392,0.133418591332288,0.133240481345968,0.131587320389632,0.133481939987392,0.13529477479595198,0.13400271409811199,0.13531978627000002,0.1344141890368
