l_l_m,l_l_n,u_r_m,u_r_n,n,u
9.0,0.0,10.0,3.0,21.0,21.0
9.0,3.0,10.0,17.0,21.0,21.0
9.0,17.0,10.0,20.0,21.0,21.0
7.0,16.0,8.0,18.0,21.0,21.0
8.0,16.0,9.0,17.0,21.0,21.0
8.0,5.0,9.0,16.0,21.0,21.0
7.0,2.0,8.0,5.0,21.0,21.0
8.0,4.0,9.0,5.0,21.0,21.0
