ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23
0.139870962140848,0.18030272271251196,0.18267165586988798,0.198620782482688,0.198620782482688,0.199700526784768,0.20045773046579202,0.17275093694080002,0.19942839665079998,0.19942839665079998,0.201787562284288,0.19822567753412798,0.192084664440832,0.20272158648620797,0.194011529273008,0.1970691152812,0.1991155962688,0.202614185727232,0.201555978417088,0.19985873306444799,0.19820662046252802,0.19820662046252802,0.201887506862512,0.2024577659392
