ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.6190476190476191,1.0,0.5,0.06666666666666665,1.0,0.75,0.7142857142857143,0.33333333333333337,0.8888888888888888,0.5
