l_l_m,l_l_n,u_r_m,u_r_n,n,u
8.0,13.0,9.0,17.0,21.0,21.0
8.0,4.0,9.0,6.0,21.0,21.0
6.0,14.0,7.0,15.0,21.0,21.0
5.0,13.0,6.0,14.0,21.0,21.0
