l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,7.0,12.0,0.0,0.0,0.0,20.0
7.0,5.0,8.0,12.0,0.0,0.0,1.0,3.0
7.0,7.0,8.0,13.0,1.0,1.0,2.0,2.0
1.0,12.0,7.0,13.0,1.0,1.0,3.0,5.0
1.0,13.0,7.0,15.0,2.0,2.0,4.0,0.0
7.0,13.0,8.0,14.0,2.0,2.0,5.0,2.0
7.0,13.0,8.0,14.0,2.0,2.0,6.0,0.0
1.0,12.0,5.0,13.0,4.0,4.0,8.0,3.0
7.0,6.0,8.0,12.0,5.0,5.0,9.0,12.0
2.0,13.0,7.0,14.0,7.0,7.0,11.0,1.0
2.0,13.0,7.0,14.0,7.0,7.0,12.0,0.0
8.0,8.0,9.0,12.0,8.0,8.0,13.0,3.0
7.0,12.0,8.0,13.0,8.0,8.0,14.0,7.0
2.0,12.0,4.0,13.0,11.0,11.0,17.0,6.0
4.0,12.0,7.0,13.0,14.0,14.0,18.0,5.0
8.0,6.0,9.0,8.0,14.0,14.0,19.0,1.0
8.0,12.0,9.0,13.0,14.0,14.0,20.0,2.0
8.0,7.0,9.0,8.0,15.0,15.0,21.0,0.0
9.0,3.0,10.0,17.0,18.0,18.0,25.0,0.0
7.0,14.0,8.0,17.0,18.0,18.0,27.0,0.0
8.0,6.0,9.0,17.0,18.0,18.0,28.0,0.0
8.0,1.0,9.0,6.0,18.0,18.0,30.0,0.0
6.0,13.0,7.0,14.0,18.0,18.0,31.0,0.0
4.0,12.0,6.0,13.0,20.0,20.0,32.0,0.0
