ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.11414660621919999,0.066182440664752,0.1329313956352,0.12006554282080001,0.135748651915312,0.15485582821580798,0.152172639314368,0.152172639314368
