ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.012715017869247999,0.06207539200000001,0.017994431076352,0.012866894343088001,0.020517006365872,0.004313905060912,0.0056913330688,0.005360241412528,0.006463167882928,0.008832893362431999,0.003665636017072,0.0046666005802720005,0.003683884668928
