l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,4.0,3.0,13.0,0.0,0.0,0.0,2.0
3.0,5.0,7.0,12.0,0.0,0.0,1.0,21.0
7.0,6.0,8.0,8.0,0.0,0.0,2.0,9.0
7.0,11.0,8.0,13.0,1.0,1.0,4.0,16.0
3.0,12.0,7.0,13.0,1.0,1.0,5.0,17.0
7.0,7.0,8.0,9.0,1.0,1.0,6.0,2.0
1.0,8.0,3.0,15.0,3.0,3.0,9.0,13.0
1.0,7.0,3.0,8.0,4.0,4.0,12.0,13.0
2.0,6.0,3.0,13.0,5.0,5.0,13.0,2.0
1.0,6.0,3.0,7.0,6.0,6.0,20.0,6.0
1.0,4.0,3.0,6.0,8.0,8.0,21.0,1.0
2.0,6.0,3.0,7.0,18.0,18.0,31.0,1.0
2.0,8.0,3.0,12.0,20.0,20.0,32.0,1.0
2.0,5.0,3.0,6.0,20.0,20.0,33.0,0.0
1.0,8.0,2.0,14.0,21.0,21.0,34.0,0.0
2.0,12.0,3.0,14.0,21.0,21.0,35.0,0.0
