ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.11700562479308801,0.010405913998768,0.017119281245632,0.026141281889199997,0.009423863789488,0.0051181123948,0.005344543886127999,0.006096985657792001,0.004357153451968,0.003745147890112
