l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
3.0,6.0,4.0,13.0,0.0,0.0,0.0,4.0
4.0,6.0,8.0,13.0,0.0,0.0,1.0,27.0
8.0,6.0,9.0,13.0,0.0,0.0,2.0,2.0
2.0,7.0,3.0,13.0,0.0,0.0,3.0,7.0
3.0,8.0,4.0,13.0,2.0,2.0,7.0,17.0
5.0,13.0,8.0,14.0,2.0,2.0,8.0,8.0
2.0,7.0,3.0,11.0,3.0,3.0,11.0,16.0
8.0,13.0,9.0,20.0,4.0,4.0,17.0,0.0
2.0,6.0,4.0,13.0,5.0,5.0,20.0,0.0
3.0,7.0,4.0,8.0,8.0,8.0,23.0,18.0
2.0,11.0,3.0,12.0,11.0,11.0,30.0,15.0
2.0,12.0,3.0,13.0,12.0,12.0,32.0,13.0
2.0,10.0,3.0,11.0,15.0,15.0,39.0,0.0
3.0,8.0,4.0,9.0,19.0,19.0,47.0,2.0
3.0,9.0,4.0,12.0,27.0,27.0,59.0,1.0
3.0,12.0,4.0,13.0,28.0,28.0,60.0,0.0
