ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.091325712315328,0.0743521380928,0.101086667369008,0.115264077295552,0.11171880714284799,0.10666206748484801,0.11276623871123201,0.115605319396912,0.09556023628844801,0.11598458684819202,0.11568436526003201,0.10613052699999999,0.11233153172320001,0.113689762922752,0.11619457886003201,0.11598458684819202,0.11443687344332802,0.1159043938252
