l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,29.0
8.0,6.0,9.0,13.0,0.0,0.0,1.0,2.0
1.0,6.0,2.0,13.0,1.0,1.0,2.0,0.0
2.0,2.0,8.0,6.0,2.0,2.0,3.0,0.0
1.0,7.0,2.0,12.0,3.0,3.0,4.0,19.0
1.0,4.0,2.0,7.0,6.0,6.0,5.0,1.0
2.0,4.0,3.0,6.0,6.0,6.0,6.0,7.0
3.0,5.0,8.0,6.0,6.0,6.0,7.0,3.0
1.0,12.0,2.0,13.0,7.0,7.0,8.0,14.0
1.0,13.0,3.0,14.0,9.0,9.0,9.0,10.0
1.0,6.0,2.0,7.0,9.0,9.0,10.0,12.0
7.0,4.0,9.0,5.0,10.0,10.0,11.0,1.0
9.0,5.0,10.0,14.0,10.0,10.0,12.0,0.0
7.0,13.0,8.0,14.0,10.0,10.0,13.0,2.0
8.0,13.0,9.0,15.0,10.0,10.0,14.0,0.0
8.0,6.0,9.0,13.0,10.0,10.0,15.0,0.0
8.0,5.0,9.0,6.0,10.0,10.0,16.0,0.0
3.0,13.0,4.0,14.0,11.0,11.0,17.0,4.0
7.0,5.0,8.0,6.0,14.0,14.0,18.0,2.0
4.0,13.0,6.0,17.0,15.0,15.0,19.0,0.0
6.0,13.0,7.0,16.0,15.0,15.0,20.0,0.0
7.0,15.0,8.0,16.0,15.0,15.0,21.0,0.0
1.0,14.0,3.0,18.0,15.0,15.0,22.0,0.0
3.0,14.0,4.0,17.0,15.0,15.0,23.0,0.0
3.0,14.0,4.0,17.0,15.0,15.0,24.0,0.0
1.0,5.0,2.0,6.0,16.0,16.0,25.0,4.0
1.0,1.0,3.0,2.0,19.0,19.0,26.0,0.0
4.0,3.0,6.0,4.0,19.0,19.0,27.0,0.0
3.0,4.0,7.0,5.0,19.0,19.0,28.0,1.0
-0.0,2.0,1.0,11.0,19.0,19.0,29.0,0.0
1.0,2.0,2.0,5.0,19.0,19.0,30.0,0.0
2.0,2.0,4.0,4.0,19.0,19.0,31.0,0.0
2.0,2.0,4.0,4.0,19.0,19.0,32.0,0.0
3.0,5.0,4.0,6.0,21.0,21.0,33.0,2.0
4.0,13.0,7.0,14.0,22.0,22.0,34.0,2.0
4.0,5.0,7.0,6.0,23.0,23.0,35.0,1.0
1.0,4.0,2.0,5.0,23.0,23.0,36.0,0.0
1.0,14.0,3.0,15.0,24.0,24.0,37.0,0.0
