ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.099758814897328,0.065969519350192,0.10953420998084801,0.115193185667008,0.13119416218052798,0.13191274003091202,0.12071772204179199,0.13119416218052798,0.1190048573248,0.131908797235888,0.119961504897712,0.128920046514352,0.129884443121968,0.127047303821248
