l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,11.0,2.0,17.0,8.0,8.0
2.0,13.0,5.0,16.0,8.0,8.0
5.0,14.0,6.0,16.0,8.0,8.0
6.0,15.0,7.0,16.0,8.0,8.0
-0.0,14.0,1.0,18.0,8.0,8.0
