ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.025668192709167998,0.05634173397803201,0.031706346056128,0.0330467817292,0.011843625489712,0.0037216287088,0.009744370701568,0.013257920185792001,0.005983284156352001,0.007683907083711999,0.004926531464368,0.004429686400432,0.008641276703152,0.006324724583872,0.011794597617328002,0.011752541490112,0.016909448483248
