ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30
0.135097015705648,0.017372263529391998,0.007145423653552,0.008383897724847999,0.008470274416432,0.018705159232432,0.006716720817088,0.009007648387072,0.0065256322048,0.028012801766848,0.0059943335549919995,0.009872155877632,0.014745709163968,0.008383897724847999,0.035520034087168,0.015315119273392,0.0037547426733280003,0.022442756241327997,0.0143508987052,0.0036721309552,0.006603680416192,0.004557745129408,0.006987063493888,0.004141078430128,0.005178909846832,0.004580817436672,0.009274148020672,0.005901236043712,0.0044611422945280005,0.0038262654292479997,0.00485055232
