ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30
0.027040141214512,0.1308643253872,0.14856704327680004,0.146300489377792,0.153608518445488,0.13243186843000002,0.15309542344119997,0.14517263315319998,0.15326023431500801,0.12437478290795201,0.15070690594124797,0.14362425906999998,0.13520156494724797,0.146300489377792,0.125941971769792,0.1342497711472,0.154965767538688,0.12285627429068799,0.135865338246592,0.155125351076272,0.154827750578992,0.15342392079620798,0.153402489030832,0.15422185876883202,0.15224268112,0.153379867826608,0.14469349795460798,0.15088140243908799,0.153608518445488,0.154827750578992,0.155185136045872
