ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25
0.11690359742507199,0.014705057411007999,0.014705057411007999,0.013873428534832002,0.025260710039728,0.006965413107712001,0.011737643056432,0.013731802929088,0.004517847443392,0.007464382759168,0.022342576282288,0.007387038250432,0.005948564365311999,0.014314082748352,0.004834612557232,0.043353347255728,0.011244338107648001,0.004111264900528,0.006618598015408001,0.0057937153228,0.013816221614512002,0.004947802253872,0.017436186449152,0.010564227635200001,0.009569208213952001,0.005301229921072
