ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0.051649814136112006,0.105438828159232,0.103285378842928,0.078801855981568,0.078801855981568,0.094501844714752,0.103951581986608,0.109892268701872,0.103787748019888,0.095519885092288,0.095519885092288,0.107692141388848,0.10844873955332798,0.10978766182340802,0.107682170471872,0.105831960791488,0.109996909452592,0.10992133217939198,0.10425666722603201,0.107083962446128
