ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27
0.029649922291888,0.085164641548288,0.012315322483648,0.021243292407807996,0.010200047884287999,0.0067542134271999996,0.013801755585472,0.004089220433152,0.0093225176332,0.010370542250032,0.010370542250032,0.006003805310512,0.0042131606668,0.005042317855408001,0.011013383787568,0.0062278808128,0.0037714581495520002,0.010049710375167999,0.005985809639872,0.0038076836577279997,0.0040842532671999995,0.0050022486412,0.008393241462208,0.004427195221168,0.003719153295808,0.0045368594188,0.006034120153648,0.004465503212992
