ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.11270494003307199,0.01055930803,0.043798430468032,0.043798430468032,0.006786314114992,0.036354307916032,0.008247046997248,0.0053203739199999996,0.005982652794112,0.012998553862192,0.005332929107200001
