ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.131948227091248,0.069430008076288,0.147101458849792,0.173762813845168,0.173073642371008,0.136938843385648,0.166994791427248,0.1743386584012,0.173443979891968,0.175074833088448,0.173443979891968
