ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.08804978863763199,0.054085334042032,0.084758888421808,0.079512727118128,0.090948648219568,0.088686373159168,0.090644974818352,0.090644974818352,0.0288208891888,0.080174925889792,0.0884239880812,0.088071902149552,0.0886258009708,0.08692383009068799,0.09084043987000001,0.08959998330880001,0.085412276408752,0.090687132328192,0.086399680956352,0.088951468553152,0.090258904400128
