l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,6.0,7.0,13.0,0.0,0.0,0.0,27.0
7.0,7.0,8.0,13.0,0.0,0.0,1.0,26.0
1.0,13.0,4.0,14.0,1.0,1.0,2.0,1.0
7.0,6.0,8.0,7.0,4.0,4.0,3.0,7.0
8.0,7.0,9.0,16.0,5.0,5.0,4.0,1.0
2.0,13.0,5.0,14.0,5.0,5.0,5.0,0.0
5.0,13.0,8.0,15.0,5.0,5.0,6.0,2.0
5.0,13.0,8.0,15.0,5.0,5.0,7.0,0.0
7.0,6.0,8.0,13.0,7.0,7.0,8.0,0.0
4.0,13.0,5.0,14.0,8.0,8.0,9.0,5.0
8.0,6.0,9.0,7.0,8.0,8.0,10.0,3.0
8.0,7.0,9.0,13.0,11.0,11.0,11.0,3.0
2.0,13.0,3.0,14.0,13.0,13.0,12.0,5.0
8.0,13.0,9.0,14.0,14.0,14.0,13.0,0.0
1.0,14.0,3.0,15.0,15.0,15.0,14.0,0.0
5.0,13.0,7.0,14.0,15.0,15.0,15.0,3.0
2.0,14.0,3.0,15.0,16.0,16.0,16.0,0.0
7.0,13.0,8.0,14.0,16.0,16.0,17.0,3.0
3.0,13.0,4.0,14.0,16.0,16.0,18.0,3.0
1.0,13.0,2.0,14.0,21.0,21.0,19.0,0.0
7.0,14.0,8.0,15.0,24.0,24.0,20.0,0.0
