l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,24.0
1.0,6.0,2.0,13.0,1.0,1.0,1.0,5.0
1.0,13.0,5.0,15.0,3.0,3.0,7.0,1.0
5.0,13.0,8.0,14.0,3.0,3.0,8.0,7.0
5.0,13.0,8.0,14.0,3.0,3.0,9.0,0.0
1.0,4.0,2.0,8.0,5.0,5.0,11.0,2.0
1.0,13.0,3.0,14.0,8.0,8.0,17.0,8.0
1.0,8.0,2.0,12.0,10.0,10.0,20.0,10.0
3.0,13.0,4.0,14.0,13.0,13.0,25.0,6.0
1.0,12.0,2.0,13.0,14.0,14.0,26.0,8.0
1.0,6.0,2.0,8.0,15.0,15.0,27.0,8.0
4.0,13.0,6.0,14.0,18.0,18.0,36.0,1.0
4.0,13.0,5.0,14.0,23.0,23.0,41.0,1.0
1.0,14.0,3.0,16.0,24.0,24.0,42.0,1.0
3.0,14.0,7.0,15.0,24.0,24.0,43.0,0.0
3.0,14.0,7.0,15.0,24.0,24.0,44.0,0.0
