l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,3.0,2.0,4.0,7.0,7.0
1.0,5.0,3.0,12.0,7.0,7.0
1.0,12.0,2.0,16.0,7.0,7.0
2.0,12.0,3.0,15.0,7.0,7.0
-0.0,4.0,1.0,15.0,7.0,7.0
1.0,4.0,3.0,5.0,7.0,7.0
4.0,12.0,6.0,13.0,7.0,7.0
3.0,12.0,4.0,14.0,7.0,7.0
3.0,12.0,4.0,14.0,7.0,7.0
