ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.042836946870832,0.14321432623595198,0.1477237919308,0.153901067204608,0.15104472826091198,0.14433656668,0.152407148558128,0.1283763312268,0.14985915645572803,0.1427914905712,0.13438697002316802,0.15104472826091198,0.115952292048832,0.1334372554348,0.14876003625164802,0.154109135839408,0.126840626049472,0.135049296429232,0.154232595895552,0.1541645988208,0.15426838833971201
