ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.135097015705648,0.017372263529391998,0.007145423653552,0.009834328066048,0.008383897724847999,0.009007648387072,0.0065256322048,0.028012801766848,0.0059943335549919995,0.009872155877632,0.014745709163968,0.008383897724847999,0.035520034087168,0.015315119273392,0.008775667373488,0.0037547426733280003,0.022442756241327997,0.0143508987052,0.009580270559488,0.003725960814592,0.0036721309552
