ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.0800265133708,0.074942720311552,0.078384793757488,0.076121446579648,0.070163546289712,0.071797043332528,0.075802079716288,0.060298682068528,0.060298682068528,0.08150720272,0.07703572048,0.0777417710668,0.0777417710668,0.082208078143792,0.0814424442892,0.0800265133708,0.0800265133708
