l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
1.0,10.0,2.0,11.0,0.0
3.0,12.0,4.0,20.0,1.0
4.0,13.0,5.0,20.0,2.0
5.0,13.0,6.0,19.0,3.0
6.0,14.0,7.0,16.0,4.0
6.0,17.0,7.0,19.0,5.0
-0.0,11.0,3.0,20.0,6.0
