ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.102827224188592,0.029233192172991997,0.111521724137008,0.117945291539392,0.12186584291219202,0.12186584291219202,0.088984006770688,0.097425414449152
