l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,7.0,12.0,0.0,0.0,0.0,28.0
7.0,6.0,8.0,12.0,0.0,0.0,1.0,4.0
2.0,12.0,6.0,14.0,1.0,1.0,2.0,2.0
1.0,12.0,2.0,14.0,1.0,1.0,3.0,16.0
6.0,12.0,8.0,13.0,1.0,1.0,4.0,20.0
6.0,12.0,8.0,13.0,1.0,1.0,5.0,0.0
6.0,13.0,8.0,14.0,2.0,2.0,6.0,10.0
2.0,12.0,3.0,14.0,4.0,4.0,7.0,20.0
3.0,12.0,5.0,13.0,4.0,4.0,8.0,19.0
3.0,12.0,5.0,13.0,4.0,4.0,9.0,0.0
5.0,12.0,6.0,16.0,6.0,6.0,12.0,1.0
6.0,14.0,8.0,15.0,6.0,6.0,13.0,4.0
1.0,14.0,3.0,17.0,6.0,6.0,14.0,1.0
3.0,13.0,5.0,16.0,6.0,6.0,15.0,1.0
7.0,10.0,8.0,11.0,6.0,6.0,16.0,19.0
3.0,13.0,5.0,14.0,7.0,7.0,18.0,8.0
7.0,11.0,8.0,12.0,7.0,7.0,19.0,18.0
5.0,12.0,6.0,13.0,8.0,8.0,20.0,16.0
5.0,13.0,6.0,15.0,9.0,9.0,21.0,7.0
1.0,14.0,5.0,15.0,9.0,9.0,22.0,3.0
7.0,13.0,8.0,16.0,13.0,13.0,30.0,0.0
7.0,6.0,8.0,12.0,21.0,21.0,36.0,0.0
6.0,12.0,7.0,16.0,24.0,24.0,39.0,0.0
5.0,15.0,6.0,16.0,24.0,24.0,40.0,1.0
3.0,16.0,5.0,17.0,24.0,24.0,41.0,1.0
2.0,15.0,5.0,18.0,27.0,27.0,43.0,0.0
6.0,15.0,7.0,18.0,27.0,27.0,45.0,0.0
7.0,15.0,8.0,19.0,27.0,27.0,46.0,0.0
