l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,7.0,12.0,0.0,0.0,0.0,22.0
7.0,5.0,8.0,12.0,0.0,0.0,1.0,4.0
2.0,12.0,7.0,13.0,2.0,2.0,2.0,5.0
7.0,6.0,8.0,11.0,4.0,4.0,3.0,9.0
1.0,12.0,2.0,14.0,7.0,7.0,9.0,1.0
7.0,11.0,8.0,13.0,7.0,7.0,11.0,5.0
1.0,12.0,4.0,13.0,8.0,8.0,12.0,5.0
7.0,11.0,8.0,12.0,8.0,8.0,13.0,6.0
1.0,12.0,2.0,13.0,10.0,10.0,15.0,1.0
4.0,12.0,5.0,13.0,13.0,13.0,17.0,4.0
7.0,10.0,8.0,11.0,15.0,15.0,23.0,6.0
7.0,7.0,8.0,10.0,16.0,16.0,24.0,5.0
7.0,6.0,8.0,8.0,18.0,18.0,30.0,0.0
5.0,12.0,7.0,14.0,19.0,19.0,31.0,0.0
7.0,6.0,8.0,7.0,20.0,20.0,33.0,2.0
5.0,12.0,7.0,13.0,22.0,22.0,34.0,0.0
