ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.8571428571428572,0.7857142857142857,1.0,0.8571428571428572,1.0,1.0,1.0,1.0,1.0,0.16666666666666663,0.3571428571428571,1.0,0.6666666666666667,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
