ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.011864832593200002,0.11726001776363201,0.1150337345452,0.11960768529131202,0.1150337345452,0.119305866692032,0.11950650562436801,0.11955981161579199,0.11951412025796801
