ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.08318727618539198,0.011049926008768,0.034791369568432,0.020140604873151998,0.026767069566207998,0.003674605317568,0.019241534675392,0.010291647182848,0.005785206244288001,0.011582803062448,0.004375204479232,0.0072063391551999995,0.004573645807407999,0.005044196447152,0.007466940466432001,0.004793991954352,0.0048786867952,0.006679240237311999,0.0047515121824480006,0.003846089413888,0.0038014904250879998,0.008626748212672
