l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,0.0,7.0,3.0,22.0,22.0
8.0,0.0,9.0,5.0,22.0,22.0
7.0,0.0,8.0,4.0,22.0,22.0
2.0,18.0,4.0,20.0,22.0,22.0
8.0,18.0,9.0,20.0,22.0,22.0
