l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,6.0,3.0,8.0,0.0,0.0,0.0,15.0
3.0,7.0,4.0,8.0,0.0,0.0,1.0,21.0
5.0,8.0,6.0,14.0,0.0,0.0,2.0,24.0
6.0,9.0,7.0,14.0,0.0,0.0,3.0,10.0
-0.0,8.0,3.0,15.0,0.0,0.0,6.0,24.0
3.0,8.0,5.0,15.0,0.0,0.0,7.0,24.0
3.0,6.0,6.0,7.0,1.0,1.0,8.0,12.0
6.0,7.0,7.0,9.0,1.0,1.0,9.0,17.0
4.0,7.0,6.0,8.0,1.0,1.0,11.0,19.0
6.0,8.0,7.0,9.0,2.0,2.0,12.0,3.0
2.0,5.0,6.0,6.0,3.0,3.0,13.0,4.0
6.0,5.0,8.0,7.0,3.0,3.0,14.0,7.0
6.0,5.0,8.0,7.0,3.0,3.0,15.0,0.0
1.0,5.0,3.0,6.0,6.0,6.0,17.0,1.0
1.0,7.0,3.0,8.0,7.0,7.0,18.0,5.0
1.0,4.0,2.0,6.0,11.0,11.0,20.0,2.0
6.0,9.0,7.0,11.0,11.0,11.0,23.0,13.0
6.0,11.0,7.0,13.0,12.0,12.0,24.0,10.0
3.0,6.0,4.0,7.0,13.0,13.0,25.0,2.0
4.0,6.0,5.0,7.0,20.0,20.0,29.0,1.0
2.0,6.0,3.0,7.0,20.0,20.0,30.0,1.0
5.0,6.0,6.0,7.0,21.0,21.0,32.0,0.0
1.0,6.0,2.0,7.0,21.0,21.0,33.0,0.0
