ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.107031587658928,0.1641933131308,0.17912655799187202,0.17912655799187202,0.171966323916592,0.183639943342528,0.183015424120768,0.181826041827328,0.18250749998080001,0.18365716123,0.178263415480768,0.178263415480768
