ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.9285714285714286,1.0,0.16666666666666663,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,0.5
