ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.09683970210347201,0.080648399067568,0.10592170971999999,0.11596951555475199,0.11241672304480001,0.10734911133611201,0.11631147747179199,0.11631147747179199,0.0861379787248,0.11399728717355201,0.10681641801260801,0.10700173789619198,0.116573974079488,0.11598727822187199,0.114391870759168,0.11690197819187201,0.11669154408851198
