ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.032138902915072,0.081557101434112,0.019702303260928,0.0260056523212,0.007879452451072,0.006260785960192,0.00522625408,0.003756599824048,0.014321174932528002,0.004857116404912,0.004857116404912,0.006217758032128,0.014633269720000001,0.0040578689068,0.003988368258352,0.009213469677232
