ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.025668192709167998,0.05634173397803201,0.031706346056128,0.0330467817292,0.013257920185792001,0.005459813988352,0.005459813988352,0.017781881192368,0.006697979023407999,0.010008889381168,0.005675904891952001,0.005161670153152,0.011244338107648001,0.0075273823851999995,0.005047953723952,0.004134866621488,0.0073637169894879995,0.0073637169894879995,0.005719046023168,0.005260441961392,0.009856501580032
