l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,4.0,3.0,12.0,0.0,0.0,0.0,2.0
3.0,5.0,6.0,12.0,0.0,0.0,1.0,25.0
6.0,5.0,8.0,11.0,0.0,0.0,2.0,9.0
6.0,7.0,8.0,13.0,1.0,1.0,3.0,1.0
2.0,5.0,3.0,12.0,3.0,3.0,7.0,21.0
2.0,4.0,4.0,5.0,4.0,4.0,11.0,5.0
2.0,4.0,4.0,5.0,4.0,4.0,12.0,0.0
4.0,3.0,8.0,5.0,5.0,5.0,16.0,1.0
4.0,4.0,6.0,5.0,7.0,7.0,19.0,2.0
6.0,2.0,7.0,7.0,8.0,8.0,22.0,0.0
6.0,4.0,8.0,5.0,11.0,11.0,31.0,0.0
6.0,10.0,7.0,11.0,13.0,13.0,36.0,12.0
6.0,7.0,7.0,10.0,14.0,14.0,37.0,3.0
7.0,8.0,8.0,11.0,14.0,14.0,38.0,11.0
6.0,9.0,7.0,10.0,15.0,15.0,43.0,7.0
6.0,6.0,7.0,7.0,16.0,16.0,44.0,6.0
7.0,6.0,8.0,8.0,16.0,16.0,45.0,8.0
7.0,6.0,8.0,8.0,16.0,16.0,46.0,0.0
6.0,8.0,7.0,9.0,19.0,19.0,48.0,6.0
6.0,7.0,7.0,8.0,20.0,20.0,49.0,5.0
2.0,6.0,3.0,11.0,26.0,26.0,57.0,0.0
