l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,13.0,4.0,16.0,15.0,15.0
4.0,13.0,8.0,15.0,15.0,15.0
4.0,13.0,8.0,15.0,15.0,15.0
7.0,9.0,8.0,11.0,15.0,15.0
