ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.031084567611567998,0.007625306164912001,0.011169503279152001,0.033605219500288,0.007133626912768001,0.013632319365567998,0.021844831296687996,0.00407183632,0.0050820880192,0.0038476383117279998,0.0038476383117279998,0.056677704215488005,0.010712562926848,0.007195812234928,0.006304779546927999
