l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,4.0,3.0,12.0,0.0,0.0,0.0,7.0
3.0,5.0,6.0,12.0,0.0,0.0,1.0,27.0
6.0,5.0,8.0,11.0,0.0,0.0,2.0,3.0
6.0,7.0,8.0,13.0,1.0,1.0,3.0,21.0
2.0,12.0,6.0,13.0,1.0,1.0,4.0,11.0
1.0,12.0,2.0,13.0,1.0,1.0,5.0,15.0
1.0,7.0,3.0,12.0,3.0,3.0,9.0,5.0
6.0,5.0,7.0,7.0,8.0,8.0,22.0,7.0
7.0,5.0,8.0,7.0,11.0,11.0,27.0,5.0
2.0,4.0,3.0,6.0,11.0,11.0,28.0,3.0
1.0,6.0,3.0,7.0,12.0,12.0,29.0,5.0
6.0,6.0,7.0,7.0,12.0,12.0,30.0,4.0
1.0,4.0,2.0,6.0,13.0,13.0,31.0,2.0
2.0,5.0,3.0,11.0,15.0,15.0,33.0,7.0
2.0,11.0,3.0,12.0,16.0,16.0,34.0,9.0
7.0,6.0,8.0,7.0,18.0,18.0,37.0,2.0
1.0,7.0,2.0,12.0,19.0,19.0,38.0,7.0
2.0,12.0,4.0,13.0,20.0,20.0,42.0,4.0
1.0,5.0,2.0,7.0,20.0,20.0,43.0,1.0
2.0,7.0,3.0,11.0,22.0,22.0,45.0,4.0
