l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,6.0,7.0,13.0,0.0,0.0,0.0,17.0
7.0,6.0,8.0,13.0,0.0,0.0,1.0,6.0
2.0,0.0,8.0,6.0,1.0,1.0,2.0,3.0
8.0,0.0,9.0,6.0,1.0,1.0,3.0,2.0
1.0,17.0,7.0,20.0,2.0,2.0,4.0,0.0
7.0,17.0,8.0,20.0,2.0,2.0,5.0,0.0
1.0,0.0,2.0,4.0,2.0,2.0,6.0,1.0
9.0,0.0,10.0,9.0,3.0,3.0,7.0,2.0
8.0,6.0,9.0,9.0,3.0,3.0,8.0,3.0
1.0,4.0,2.0,5.0,4.0,4.0,9.0,1.0
-0.0,8.0,1.0,16.0,5.0,5.0,10.0,0.0
1.0,13.0,4.0,16.0,5.0,5.0,11.0,2.0
4.0,13.0,7.0,15.0,5.0,5.0,12.0,3.0
1.0,16.0,3.0,17.0,5.0,5.0,13.0,0.0
1.0,16.0,3.0,17.0,5.0,5.0,14.0,0.0
8.0,9.0,9.0,17.0,6.0,6.0,15.0,1.0
9.0,9.0,10.0,19.0,6.0,6.0,16.0,0.0
7.0,13.0,8.0,17.0,6.0,6.0,17.0,0.0
7.0,4.0,8.0,6.0,6.0,6.0,18.0,5.0
7.0,13.0,8.0,14.0,8.0,8.0,19.0,1.0
7.0,6.0,8.0,12.0,9.0,9.0,20.0,6.0
4.0,5.0,7.0,6.0,11.0,11.0,21.0,4.0
8.0,5.0,9.0,6.0,11.0,11.0,22.0,2.0
7.0,7.0,8.0,13.0,12.0,12.0,23.0,3.0
7.0,14.0,8.0,15.0,14.0,14.0,24.0,0.0
2.0,2.0,4.0,6.0,16.0,16.0,25.0,0.0
4.0,2.0,7.0,5.0,16.0,16.0,26.0,2.0
7.0,2.0,8.0,4.0,16.0,16.0,27.0,1.0
7.0,2.0,8.0,4.0,16.0,16.0,28.0,0.0
8.0,4.0,9.0,5.0,16.0,16.0,29.0,1.0
2.0,5.0,4.0,6.0,17.0,17.0,30.0,2.0
1.0,5.0,2.0,6.0,18.0,18.0,31.0,1.0
4.0,0.0,8.0,2.0,20.0,20.0,32.0,0.0
8.0,0.0,9.0,4.0,20.0,20.0,33.0,0.0
8.0,0.0,9.0,4.0,20.0,20.0,34.0,0.0
9.0,9.0,10.0,11.0,20.0,20.0,35.0,0.0
6.0,5.0,7.0,6.0,20.0,20.0,36.0,0.0
1.0,3.0,2.0,4.0,21.0,21.0,37.0,0.0
2.0,3.0,4.0,5.0,21.0,21.0,38.0,0.0
2.0,3.0,4.0,5.0,21.0,21.0,39.0,0.0
