l_l_m,l_l_n,u_r_m,u_r_n,n,u
-0.0,11.0,1.0,12.0,19.0,19.0
3.0,3.0,4.0,4.0,19.0,19.0
-0.0,3.0,1.0,4.0,19.0,19.0
2.0,2.0,3.0,3.0,19.0,19.0
