l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,21.0
1.0,6.0,2.0,13.0,1.0,1.0,1.0,0.0
2.0,4.0,8.0,6.0,3.0,3.0,9.0,0.0
1.0,5.0,2.0,10.0,3.0,3.0,10.0,5.0
2.0,5.0,6.0,6.0,4.0,4.0,11.0,9.0
1.0,10.0,2.0,12.0,4.0,4.0,12.0,11.0
1.0,4.0,4.0,5.0,5.0,5.0,13.0,3.0
6.0,5.0,8.0,6.0,5.0,5.0,14.0,6.0
4.0,4.0,5.0,5.0,7.0,7.0,19.0,4.0
1.0,3.0,2.0,4.0,7.0,7.0,20.0,2.0
1.0,8.0,2.0,10.0,9.0,9.0,22.0,7.0
2.0,3.0,7.0,4.0,10.0,10.0,24.0,2.0
1.0,10.0,2.0,11.0,10.0,10.0,26.0,0.0
2.0,4.0,4.0,5.0,11.0,11.0,27.0,3.0
1.0,6.0,2.0,8.0,12.0,12.0,28.0,7.0
1.0,4.0,2.0,6.0,13.0,13.0,29.0,3.0
1.0,8.0,2.0,9.0,19.0,19.0,35.0,0.0
5.0,5.0,6.0,6.0,21.0,21.0,37.0,0.0
