l_l_m,l_l_n,u_r_m,u_r_n,n,u
7.0,7.0,8.0,9.0,19.0,19.0
8.0,8.0,9.0,13.0,19.0,19.0
2.0,13.0,4.0,14.0,19.0,19.0
