ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.054711724046271996,0.115682214105088,0.092436434925568,0.11348401504811201,0.11973991666508801,0.116663496137152,0.116663496137152,0.121092355817728,0.11556768507179199,0.126885618284848,0.11973991666508801,0.116663496137152,0.116663496137152,0.11337558137036799,0.122085512579248
