ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22
0.11201226125919998,0.014294159127087999,0.013705244166832,0.0100095424108,0.0100095424108,0.009031615926207999,0.01000301227,0.006456194253232,0.0046148109388,0.003729055279552,0.015021112956352002,0.004793679544768,0.008213582586112,0.007461825107199999,0.0039799938757120006,0.0067618405150720005,0.003869325149488,0.003932860956928,0.014476623122608,0.005949511130032,0.006007278482368,0.004289643491632,0.0049334127532000005
