ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25
0.015820341372591997,0.089119129918912,0.009926961595648,0.011077915987888,0.0037785784693119997,0.0037785784693119997,0.011158627913728,0.019391453775807997,0.007382245834671999,0.025592895391407997,0.0041991755632,0.009285832881088,0.004926844241152,0.003699042615088,0.005095556665648,0.003725960814592,0.003869634992128,0.003709561592752,0.0053250819532000004,0.003704301979072,0.006062863450048,0.003796226449072,0.004919025080752,0.0036829566988,0.0036940928535520003,0.0073931089228
