l_l_m,l_l_n,u_r_m,u_r_n,n,u
7.0,13.0,8.0,15.0,19.0,19.0
3.0,15.0,7.0,16.0,19.0,19.0
6.0,14.0,7.0,15.0,19.0,19.0
1.0,16.0,2.0,17.0,19.0,19.0
