ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30,ct_31
0.023780507835327997,0.05742544857668801,0.030432339624111997,0.03230606707,0.011271052061872,0.0037207004224479997,0.013822614089728001,0.02016033532,0.004134866621488,0.004134866621488,0.0101434864588,0.0041165437995519995,0.005557900797952,0.011176094867632,0.0037228664360320005,0.005048893062592,0.006312060670912,0.0056230240346079995,0.004843676068288,0.006444149877808,0.0077739462411999995,0.004701556439728,0.0036560489476480003,0.010995281225728001,0.003803967676672,0.004791805105408,0.003670893794752,0.0036875966272,0.003789104996608,0.010056569626672,0.012237526843648,0.0039412317937120005
