ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0.032110360772272,0.069536625159472,0.016862977221567998,0.025076674117887998,0.015163446847408,0.0044929185781119995,0.0177721803052,0.0097551230092,0.005143492943872,0.004839300489472001,0.007720106800048001,0.004490425995712,0.007870148753200001,0.004341283398448,0.004341283398448,0.0080868887152,0.005363381177008001,0.0049584391468,0.004226215008688,0.004072767543088
