ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.12120438796676801,0.0112647853168,0.012654984246208,0.010990673718208001,0.009082157589952001,0.04376390645867201,0.007438489087407999,0.0037234853048320003,0.005973182775232001,0.009998767863808,0.011494219217200001,0.005484956434432,0.004884627190192,0.003745457386288
